20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   34.4   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   50.6   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   65.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   81.2   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   95.6   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   111.8   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   128.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   144.2   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   20.0   160.4   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   200.0   
